,Snacks,SolidFuel,MonoPropellant,ElectricCharge
0,50.0,117.85041809082031,10.0,49.952606201171875
1,50.0,102.02936553955078,10.0,49.95259094238281
2,50.0,86.20832061767578,10.0,49.95256805419922
3,50.0,70.38726806640625,10.0,49.952510833740234
4,50.0,54.56621551513672,10.0,49.952396392822266
5,50.0,38.74516296386719,10.0,49.95235824584961
6,50.0,22.924110412597656,10.0,49.95234298706055
7,50.0,7.1030592918396,10.0,49.95228958129883
8,50.0,0.0,10.0,49.952125549316406
